uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.0001316639248733e+018,9884,Joel Sercombe,2022-09-23 09:21:18.482 GMT,Joel Sercombe,2022-09-23 09:21:18 GMT,9884,23 Sep,Joel Sercombe,Burial Mound,,Legacy verification,"Mound is located approximately 150m from road in agricultural land. Mound has been recently harvested and has significant damage from agriculture, top of mound has a small scatter of pottery and small stones.

The cluster of mounds immediately adjacent appears to have a number of smaller hills that may be smaller mounds. Uncertain but may be 3 additional extinct mounds beyond ones we recorded.",Annual agriculture,,Annual agriculture,,Hilltop,High,42.425321666666669,26.882933333333334,4697007.5960190697,490369.64616495604,4.7000000000000002,66,164,South,0027 to 0030,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9884_1.jpg''}}",0.5,22,NA,NA,,heavily flattened by agriculture,Loose artefacts,Small amount of pottery and stones,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9884_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9884_2.jpg''}}",3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(490369.646165 4697007.596019)
1.0001316639255556e+018,9885,Joel Sercombe,2022-09-23 09:32:38.550 GMT,Joel Sercombe,2022-09-23 09:32:38 GMT,9885,23 Sep,Joel Sercombe,Extinct Burial Mound,,Serendipity,"Mound is almost extinct due to agricultural activity but a scatter of pottery is visible at the centre. located near a cluster of other mounds, most of which are nearly extinct due to agricultural damage.",Annual agriculture,,Annual agriculture,,Hilltop,Nil,42.425076666666669,26.882638333333329,4696980.4254138498,490345.34073569172,1.2,67,163,Southwest,0031 to 0033,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9885_1.jpg''}}",0.2,20,NA,NA,,"Roundish but difficult to tell, due to agricultural damage.",Artefact scatter,pottery scatter and small stones.,Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9885_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9885_2.jpg''}}",5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(490345.340736 4696980.425414)
1.0001316639266698e+018,9886,Joel Sercombe,2022-09-23 09:51:14.949 GMT,Joel Sercombe,2022-09-23 09:51:14 GMT,9886,23 Sep,Joel Sercombe,Burial Mound,,Legacy verification,Mound is located in agricultural field approx 250m from stream. Mound has bee  heavily ploughed and looks like has been significantly flattened due to agriculture. The mound is called Roshavata Mogila on Soviet maps. West from Pravdino Village.,Annual agriculture,,Annual agriculture,,Lower slope,High,42.420523333333328,26.886201666666661,4696474.4376170114,490637.79798973276,1.3,68,144,North,0034 to 0035,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9886_1.jpg''}}",2,40,NA,NA,,round. Looks like it has been flattened due to agricultural activity.,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(490637.79799 4696474.437617)
1.0001316639282295e+018,9887,Joel Sercombe,2022-09-23 10:17:14.648 GMT,Joel Sercombe,2022-09-23 10:17:14 GMT,9887,23 Sep,Joel Sercombe,Extinct Burial Mound,,Serendipity,Almost extinct burial mound with scatter of handmade Roman pottery and several large stones in an area with no other large stones. located around cluster of other heavily damaged and almost extinct mounds. Suspected that there may be a number of other extinct mounds in this cluster due to pottery scatter.,Annual agriculture,,Annual agriculture,,,Nil,42.425544999999993,26.882606666666668,4697032.4314069878,490342.80758376158,10.9,69,161,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9887_1.jpg''}}",0.1,15,NA,NA,,hard to determine,Artefact scatter,Pottery scatter in agricultural field.,Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9887_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9887_2.jpg''}}",5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(490342.807584 4697032.431407)
1.0001216642588859e+018,9888,Julie Lund,2022-09-27 06:08:11.059 GMT,Julie Lund,2022-09-27 06:08:11 GMT,9888,27 Sep,Julie Lund,Burial Mound,,Survey,"On a ridge, South of the road Jitosviat and Dobrinovo, surrounded by ploughed field, the mound is ploughed too, affecting the height of the mound.",Annual agriculture,,Annual agriculture,,Hilltop (its on a ridge),Medium,42.465213333333331,26.940456666666666,4701432.1471685478,495104.84348611173,1.2,70,189,South,0001-0003,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9888_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9888_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9888_3.jpg''}}",1,24,0,0,,it''s round,,roman,Yes,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,none,,,POINT(495104.843486 4701432.147169)
1.0001216642603967e+018,9889,Julie Lund,2022-09-27 06:33:20.728 GMT,Julie Lund,2022-09-27 06:33:20 GMT,9889,27 Sep,Julie Lund,Burial Mound,,Legacy verification,"South of mound 9888, visible from mound 9888, between the road of Dobrinovo - Jivosviat and Erkesia. on the ridge stretchingnorth-south, the mound is surrounded by ploughed fields, robbers trench on the western top of the mound, grass on top, surrounding area full of pottery sherds. Geodetic pillar on top",Annual agriculture,,Pasture,grassland,Hilltop,Super prominent,42.457923333333341,26.941110000000002,4700622.6439340403,495157.99343630526,1.3999999999999999,71,183,South,0007-0012,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_5.jpg''}}",4,40,0,0,,,,"Mainly WM, few HM, most from amphoras",Yes,Roman,,2 - minor damage,Looting,,2 - good,Looting,,Unknown,,"Very old RT, dimensions 0,5 deep, 2 m wide, 5m length",,,POINT(495157.993436 4700622.643934)
1.0001216642620102e+018,9890,Julie Lund,2022-09-27 07:00:14.423 GMT,Julie Lund,2022-09-27 07:00:14 GMT,9890,27 Sep,Julie Lund,Extinct Burial Mound,,Survey,"South of 9889, visible in the landscape an satellite, surrounded by ploughed field, ploughed over affecting its prominence as its quite flat, all around the mound are scatter of Roman sherds",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.457043333333331,26.941335000000002,4700524.917905366,495176.4256703307,1.2,72,176,South,13,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9890_1.jpg''}}",1,16,0,NA,,"Ploughed over, flat",,,No,,,4 - seriously damaged,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(495176.42567 4700524.917905)
1.0001216642624639e+018,9891,Julie Lund,2022-09-27 07:07:46.764 GMT,Julie Lund,2022-09-27 07:14:07 GMT,9891,27 Sep,Julie Lund,Burial Mound,,Survey,"South of the previous mounds and the road, quite visible, covered with grass and scrub, huge RT on northerm section of the mound, animal activity,",Annual agriculture,,Scrub,,Lower slope,Super prominent,42.456734999999995,26.940985000000001,4700490.7012198903,495147.62404150225,8.9000000000000004,73,174,South,0014-0015,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9891_1.jpg''}}",3,34,0,27,,,,,No,,,3 - damaged,Looting,agriculture and animal activity,2 - good,Agriculture,,Last month,,"Big T-shaped RT, 7m length anc 3 meter wide, 1,7 deep in places, northern area of the mound",,,POINT(495147.624042 4700490.70122)
1.0001216642632178e+018,9892,Julie Lund,2022-09-27 07:20:20.596 GMT,Julie Lund,2022-09-27 07:20:20 GMT,9892,27 Sep,Julie Lund,Extinct Burial Mound,,Survey,"All around the mound is full of Roman sherds. mound is elongated by the ploughing, its quite flat due to ploughing, on the field, South west of the previous mound 9891",Annual agriculture,,Annual agriculture,,Lower slope,Low,42.456653333333328,26.940431666666669,4700481.6649200115,495102.12108420138,1.3999999999999999,74,170,Southwest,16,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9892_1.jpg''}}",0.5,46,0,36,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(495102.121084 4700481.66492)
1.0001216642635508e+018,9893,Julie Lund,2022-09-27 07:25:55.124 GMT,Julie Lund,2022-09-27 07:25:55 GMT,9893,27 Sep,Julie Lund,Burial Mound,,Survey,"Full of scrub and trees (densely) therefore difficult to determine level of damage like RT and animal activity. East from previous mound in near proximity to mound 9891, same field as the previous ones, full of Roman sherds as well.",Annual agriculture,,Scrub,,Lower slope,High,42.456331666666664,26.941125000000003,4700445.9080085494,495159.10416307842,4.2000000000000002,75,166,Northeast,17,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9893_1.jpg''}}",2.5,39,2,31,,,,,No,,,2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(495159.104163 4700445.908009)
1.0001216642646036e+018,9894,Julie Lund,2022-09-27 07:43:26.569 GMT,Julie Lund,2022-09-27 07:43:26 GMT,9894,27 Sep,Julie Lund,Burial Mound,,Survey,"Immediately south east of the previous mound, in the northern part of Erkesia, on a ridge, scatter of material is lower here/disappeared, the mound isploughed over affecting its dimensions.",Annual agriculture,,Annual agriculture,,Lower slope,Medium,42.453215,26.942631666666664,4700099.7556982851,495282.75335367722,4.4000000000000004,77,161,Southeast,23,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9894_1.jpg''}}",1.8,27,0.5,25,,Round,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,,,POINT(495282.753354 4700099.755698)
1.0001216642650309e+018,9895,Julie Lund,2022-09-27 07:50:35.619 GMT,Julie Lund,2022-09-27 07:50:35 GMT,9895,27 Sep,Julie Lund,Other,,Survey,"The Erkesia built of fosa and valum, between villages Dobrinovo, Jitosvet and Pravdina. This is a long trench stretchingfrom east to north.",Annual agriculture,,Scrub,,Upper slope,High,42.452584999999999,26.942985,4700029.7823986709,495311.7600357887,1.3,78,157,South (another picture faces north (0026)),0024-0026,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9895_1.jpg''}}",3,0,0.8,0,,,,,No,,,2 - minor damage,Post-depositional,,Other,Unknown,,Unknown,,none,,,POINT(495311.760036 4700029.782399)
1.000121664265839e+018,9896,Julie Lund,2022-09-27 08:04:04.096 GMT,Julie Lund,2022-09-27 08:04:04 GMT,9896,27 Sep,Julie Lund,Burial Mound,,Survey,"South of Erkesia, North-east from Pravdino, on a ridge top, the mound is on a ploughed field, the mound is ploughed too, causing its low dimension/height. Roman sherds around the mound/ generally in the field",Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.449756666666659,26.941328333333331,4699715.8238119977,495175.31827548734,1.6000000000000001,79,164,Southwest,0031-0033,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9896_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9896_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9896_3.jpg''}}",1,22,0,NA,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,none,,,POINT(495175.318275 4699715.823812)
1.000121664267018e+018,9897,Julie Lund,2022-09-27 08:23:41.574 GMT,Julie Lund,2022-09-27 08:23:41 GMT,9897,27 Sep,Julie Lund,Burial Mound,,Legacy verification,"South of the previous mound, south of the Ekesia, north east of Pravdino, on a ploughed field, mound is ploughed too causing its low height/ not super prominent in the landscape, vegetation is completely removed, nice and flat, on top of a ridge stretching from south to north.",Annual agriculture,,Annual agriculture,,Lower slope,Medium,42.441141666666667,26.94164,4698759.2179700853,495200.28963233193,12.1,80,145,South,34,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9897_1.jpg''}}",1.8,24,0,0,,Round,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,,,POINT(495200.289632 4698759.21797)
1.0001216642678235e+018,9898,Julie Lund,2022-09-27 08:37:07.577 GMT,Julie Lund,2022-09-27 08:37:07 GMT,9898,27 Sep,Julie Lund,Burial Mound?,,Survey,"South east of Pravdino village, on the western slope of a ridge, east from a creek, on a sowed field, the mound is full of medium size stones, and nearby (east) are two cluster of medium sized stones. Full of scrub, difficult to enter. the stones are possibly moved from the field when the farmers cleaned the field.",Annual agriculture,,Scrub,,Lower slope,Medium,42.439679999999996,26.939828333333335,4698597.0222865082,495051.17742883781,5.9000000000000004,,,West,0035-0036,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9898_1.jpg''}}",0.5,16,0,0,,,,,No,,,4 - seriously damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,none,,,POINT(495051.177429 4698597.022287)
1.000121664270254e+018,9899,Julie Lund,2022-09-27 09:17:39.125 GMT,Julie Lund,2022-09-27 09:21:49 GMT,9899,27 Sep,Julie Lund,Burial Mound,,Legacy verification,"North of the village Pravdino, on a hilltop, south of river Malkata, full of grass, cow shit, and scrub, pasture, there are two little very old RTs on the mound and bushes. RT on the periphery is about 1 m  diameter and 0,4 depth. the RT on the top is 0,8 diameter and 0,3 depth.",Pasture,grassland (very scrubby,Pasture,grassland,Hilltop,Super prominent,42.429453333333335,26.92895,4697462.1721577849,494155.53803303995,1.2,82,139,North,0037-0039,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9899_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9899_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9899_3.jpg''}}",1.8,17,0,0,,,,,No,,,2 - minor damage,Animal activity,agriculture/natural,3 - impaired,Animal activity,,Unknown,,probably not,,,POINT(494155.538033 4697462.172158)
1.000121664274981e+018,9900,Julie Lund,2022-09-27 10:36:24.560 GMT,Julie Lund,2022-09-27 10:36:24 GMT,9900,27 Sep,Julie Lund,Burial Mound,,Legacy verification,"Wheat field harvested, the mound is grass and oak trees, south of village Pravdino, north of the village Zarnica, there are one pile of medium sized stone on the northern slope of the mound as well as a pile on the top covered in scrub. mound not ploughed over.",Perennial agriculture,e.g orchard or vineyard,Pasture,grassland,Hilltop,High,42.403639999999996,26.929536666666664,4694595.8980512815,494201.41868772183,1.3,83,194,South,0063-0064,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9900_1.jpg''}}",1.7,26,0,0,,Round,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last year,,none,,,POINT(494201.418688 4694595.898051)
1.0001216642767195e+018,9901,Julie Lund,2022-09-27 11:05:24.599 GMT,Julie Lund,2022-09-27 11:05:24 GMT,9901,27 Sep,Julie Lund,Burial Mound,,Legacy verification,"North from village zarnica, located within a vineyard, the vineyard is located midst agricultural fields. pillars forrhe grapes are made of concrete.",Perennial agriculture,e.g orchard or vineyard,Annual agriculture,,Lower slope,Low,42.393538333333332,26.925009999999997,4693474.5621278035,493827.91951895645,1.3,84,178,East,65,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9901_1.jpg''}}",1,25,0,NA,,,,,No,,,4 - seriously damaged,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(493827.919519 4693474.562128)
1.0001216642780695e+018,9902,Julie Lund,2022-09-27 11:27:54.668 GMT,Julie Lund,2022-09-27 11:27:54 GMT,9902,27 Sep,Julie Lund,Uncertain Feature,,Legacy verification,"This is not a mound, these are rocky features, very rocky. North west fom Zornica. Surrounded by ploughed field. The rocky patch is covered in trees and scrub and trash.",Annual agriculture,,Scrub,,Lower slope,Nil,42.396308333333337,26.914866666666665,4693782.9198598377,492993.3766872391,1.2,85,185,Southwest,66,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9902_1.jpg''}}",0,0,0,0,,,,,No,,,0 - No observation,No observation,,5 - none or nearly none,Not available,,Not relevant,,0,,,POINT(492993.376687 4693782.91986)
1.0001216643481047e+018,9903,Julie Lund,2022-09-28 06:55:14.797 GMT,Julie Lund,2022-09-28 07:05:45 GMT,9903,28 Sep,Julie Lund,Extinct Burial Mound,,Legacy verification,"The mound is north west from the village Aleksandrovo, located on a hilltop, surroundedby ploughed fields, but the mound is ''grassland'', in the soviet map the mound is called Trenovota Mogila, and it should be 3m high, but now we cannot tell what caused its disturbance, it''s completely flat/eradicated.",Annual agriculture,,Pasture,grassland,Hilltop,Nil,42.329391666666666,26.867161666666668,4686357.8010577084,489055.5629281599,1.2,86,232,Northeast,0001-0004,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9903_1.jpg''}}",0,0,0,0,According to the soviet map itshould be 3m high. Diameter undeterminable.,"Due to the destruction of the mound, the shape of the mound becomes slightly dibbit.",,none,No,,,5 - extinct or near extinct,Agriculture,Maybe treasure hunters,5 - none or nearly none,Agriculture,,Last year,,none,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9903_1.jpg''}}",POINT(489055.562928 4686357.801058)
1.0001216643503177e+018,9904,Julie Lund,2022-09-28 07:32:00.734 GMT,Julie Lund,2022-09-28 07:33:55 GMT,9904,28 Sep,Julie Lund,Burial Mound,,Legacy verification,"West of the village Aleksandrovo, on a hilltop, the mound is surrounded by ploughed fields, the mound is full of grass, almost extinct, the soviet maps shows that it should be 2 m high,but now it''s barely 1 m. the destruction is probably due to agricultural activity or treasure hunters. It is almost completely flattened.",Annual agriculture,,Pasture,grassland,Hilltop,Low,42.32733666666666,26.861139999999999,4686130.4157102052,488559.07047215593,1.3,87,221,Southwest,0005-0006,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9904_1.jpg''}}",1,29,0,22,Elongated,"Like the previous mound, this one is destroyed. The grass area on the field distincts the mound, and the dimensions is area of the grass. The height is the preserved bits, ca 1 m.",,none,No,,,5 - extinct or near extinct,Looting (As well as agriculture.),"Looting, the small hole is 0,7x0,6 and the depth is 0,3 m.",5 - none or nearly none,Agriculture,,Last month,,"None, yet there is a small hole, seems looting.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9904_1.jpg''}}",POINT(488559.070472 4686130.41571)
1.000121664353691e+018,9905,Julie Lund,2022-09-28 08:28:16.203 GMT,Julie Lund,2022-09-28 08:28:16 GMT,9905,28 Sep,Julie Lund,Burial Mound?,,Survey,"North from the village Poliana, close to dirt crossroads, it is in a grass land, covered by grass and bushes. The mound is quite small, could very likely be a rubbish dump.",Pasture,grassland,Pasture,grassland,Upper slope,Medium,42.316176666666664,26.826039999999995,4684896.5794118987,485664.58334740612,9.4000000000000004,88,251,North,7,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9905_1.jpg''}}",1.7,12,0,0,,,,,No,,,2 - minor damage,Post-depositional,,4 - minimal,No observation,,Not relevant,,,,,POINT(485664.583347 4684896.579412)
1.0001216643542514e+018,9906,Julie Lund,2022-09-28 08:37:39.248 GMT,Julie Lund,2022-09-28 08:37:39 GMT,9906,28 Sep,Julie Lund,Burial Mound?,,Survey,"North from the village Poliana, close to dirt crossroads, it is in a grass land, covered by grass and bushes. The mound is quite small, could very likely be a rubbish dump.",Pasture,grassland,Pasture,grassland,Upper slope,Medium,42.316226666666672,26.825324999999999,4684902.2518467419,485605.6741514022,1.2,89,249,North,8,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9906_1.jpg''}}",1,10,0,0,,,,,No,,,2 - minor damage,Post-depositional,,5 - none or nearly none,Animal activity,,Not relevant,,"None, probably not a mound.",,,POINT(485605.674151 4684902.251847)
1.0001216643546803e+018,9907,Julie Lund,2022-09-28 08:44:45.539 GMT,Julie Lund,2022-09-28 08:47:11 GMT,9907,28 Sep,Julie Lund,Burial Mound,,Legacy verification,"Hilltop north of Poliana village. By a dirt crossroads, surroundedby grass land and old unplugged fields. The mound is covered in grass and bushes, in the north western periphery of the mound is a big military machine trench.",Scrub,,Pasture,grassland,Hilltop,Medium,42.316600000000001,26.824503333333336,4684943.8442297112,485538.04907595506,1.2,90,251,Northwest,0009-0010,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9907_1.jpg''}}",1.6,12,0,0,,,,,No,,,2 - minor damage,Excavation (military trench ),"There is a big strange military trench made in the north eastern peripheryof the mound, with dimensions about 10 m length and 10 m wide, depth is 1,7.",3 - impaired,Other,specify in Annotation) (military trench),Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9907_1.jpg''}}",POINT(485538.049076 4684943.84423)
1.0001216643572699e+018,9908,Julie Lund,2022-09-28 09:27:53.962 GMT,Julie Lund,2022-09-28 09:27:53 GMT,9908,28 Sep,Julie Lund,Burial Mound,,Legacy verification,"The mound is located WWS from village Poliana, south of a reservoir, north of a main road, in a ploughed field, the mound is not ploughed except its periphery which reduced its diameter, and elongated the mound. The mound is covered with grass and stones collected from thd nearby field.",Annual agriculture,,Pasture,grassland,Lower slope,Medium,42.315093333333337,26.799608333333335,4684781.0818461673,483486.16093694587,1.3999999999999999,91,258,Northeast,11,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9908_1.jpg''}}",1,22,0,16,,tThe ploughing has reduced the mounds diameter,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(483486.160937 4684781.081846)
1.000121664358737e+018,9909,Julie Lund,2022-09-28 09:52:20.524 GMT,Julie Lund,2022-09-28 09:54:24 GMT,9909,28 Sep,Julie Lund,Burial Mound,,Legacy verification,"The mound is located north west of the village Poliana, east from the reservoir on a lower hilltop. around is harvested field, the mound is covered with grass and bushes and two big machine made RTs separating the mound into 3 pieces.",Annual agriculture,,Pasture,grassland,Hilltop,Medium,42.31724333333333,26.805146666666662,4685018.7474463256,483943.10961393669,1.2,92,262,East,0012-0014,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9909_1.jpg''}}",2,30,1,24,,The looting and agricultural activity has elongated the shape of the mound,,,No,,,4 - seriously damaged,Looting (And agricultural activity),,4 - minimal,Agriculture,,Last month,,"The RT is huge, going through the center of the mound, stretching from south east to north west, dimensions are about 3 m wide, 17 m long and the depth is 1,5 m, additional RT is in connection to the other north east to sough west 5 m length and 2,5 m wide, 1,5 depth",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9909_1.jpg''}}",POINT(483943.109614 4685018.747446)
1.0001216643598246e+018,9910,Julie Lund,2022-09-28 10:10:29.792 GMT,Julie Lund,2022-09-28 10:10:29 GMT,9910,28 Sep,Julie Lund,Burial Mound?,,Legacy verification,"Seemingly extinct mound on a harvested field. It is about 30 m. SE of 9909, and is placed on the top of a low hill. there were a large number of fist to handball sized stones in the dirt. The mound was part of the field and agricultural activity have more or less destroyed it.",Annual agriculture,,Annual agriculture,Covered with medium sized stones,Upper slope,Nil,42.316698333333335,26.805809999999997,4684958.1083930088,483997.63354342856,2.2000000000000002,93,267,Northeast,15,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9910_1.jpg''}}",0.3,6,0,NA,"Destroyed by ploughing, hard to determine any dimensions",Elongated,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(483997.633543 4684958.108393)
1.0001216643630725e+018,9911,Julie Lund,2022-09-28 11:04:35.667 GMT,Julie Lund,2022-09-28 11:06:12 GMT,9911,28 Sep,Julie Lund,Burial Mound?,,Legacy verification,"Within a forest, north west from Poliana, east from Kamenets, close to the periphery of a field. According to the soviet map there should be a geodetic marker - no trace of mound nor geodetic marker found, only a big RT.",Forest,,Forest,,Hilltop,Low,42.330421666666673,26.792941666666668,4686484.3813547986,482940.91662316764,1.3,94,264,West,0017-0018,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9911_1.jpg''}}",0.3,0,NA,NA,"Dimension difficult to describe as its located within a thick forest, with a big hole inside it, flat''ish. Dimension of RT is 4 m length and 1 m depth.",,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"Elongated, look in other dimension",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9911_1.jpg''}}",POINT(482940.916623 4686484.381355)
1.0001216643644489e+018,9912,Julie Lund,2022-09-28 11:27:31.588 GMT,Julie Lund,2022-09-28 11:30:47 GMT,9912,28 Sep,Julie Lund,Burial Mound,,Legacy verification,"The mound is located half within a field, half within a forest, the mound is south west from Poliana and east from Kamenets, due to agricultural activity the mound seems elongated and reduced height, the field is harvested.",Forest,half is in forest half in field,Annual agriculture,And forest,Upper slope,Medium,42.333984999999998,26.795905000000001,4686879.4475094024,483186.00839535793,1.3,95,260,North,0021-0024,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9912_1.jpg''}}",1,28,0,0,,,,,No,,,4 - seriously damaged,Looting,Agriculture,4 - minimal,Agriculture,,Last month,,"The first one is in the centre, ca 4 m length, and 2 m wide, 1 m deep. The second one is in the northern periphery of the mound 2 m length 1 wide and 0,8 deep.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9912_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9912_2.jpg''}}",POINT(483186.008395 4686879.447509)
